Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),Shared Memory Efficiency(%),Global Memory Store Efficiency(%),Global Memory Load Efficiency(%),Achieved Occupancy,Warp Execution Efficiency(%),Warp Non-Predicated Execution Efficiency(%),Control-Flow Instructions,Bit-Convert Instructions,Misc Instructions,Load/Store Instructions,FP Instructions(Single),Integer Instructions,FP Instructions(Double),Atomic Throughput(bytes/sec),Eligible Warps Per Active Cycle,L2 Throughput (Atomic requests)(bytes/sec),Non-Coherent Global Load Efficiency(%),Non-Coherent Global Memory Load Throughput(bytes/sec),Instructions Executed,Instructions Issued,Control-Flow Function Unit Utilization,Texture Function Unit Utilization,L2 Non-Coherent Read Transactions,Non-Coherent Global Hit Rate(%),Issue Slots,L2 Throughput (Non-Coherent Reads)(bytes/sec),L2 Cache Utilization,Issue Stall Reasons (Other)(%),L1/Shared Memory Utilization,Load/Store Function Unit Utilization,Arithmetic Function Unit Utilization,Device Memory Utilization,System Memory Utilization,Local Memory Cache Replay Overhead,Device Memory Write Throughput(bytes/sec),Device Memory Read Throughput(bytes/sec),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Local Memory Overhead(%),Issued IPC,Requested Non-Coherent Global Load Throughput(bytes/sec),L2 Hit Rate (Texture Reads)(%),L2 Hit Rate (L1 Reads)(%),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (L1 Reads)(bytes/sec),Shared Memory Load Transactions Per Request,Shared Memory Store Transactions Per Request,Global Load Transactions Per Request,Global Store Transactions Per Request,Instructions per warp,Issue Slot Utilization(%),Local Memory Load Transactions Per Request,Local Memory Store Transactions Per Request,Global Load Transactions,Global Store Transactions,System Memory Read Transactions,System Memory Write Transactions,Local Load Transactions,Local Store Transactions,Shared Load Transactions,Shared Store Transactions,Shared Memory Load Throughput(bytes/sec),Local Memory Store Throughput(bytes/sec),Local Memory Load Throughput(bytes/sec),L2 Write Transactions,L2 Read Transactions,Device Memory Write Transactions,Device Memory Read Transactions,Texture Cache Transactions,Executed Control-Flow Instructions,Issued Control-Flow Instructions,System Memory Write Throughput(bytes/sec),System Memory Read Throughput(bytes/sec),L2 Throughput (Writes)(bytes/sec),L2 Throughput (Reads)(bytes/sec),Shared Memory Store Throughput(bytes/sec),Floating Point Operations(Double Precision),L2 Throughput (L1 Writes)(bytes/sec),L2 Transactions (Atomic requests),Floating Point Operations(Double Precision Add),Floating Point Operation(Single Precision Mul),L2 Write Transactions (L1 write requests),L2 Transactions (Texture Reads),Floating Point Operations(Single Precision FMA),Floating Point Operations(Single Precision),L2 Read Transactions (L1 read requests),Floating Point Operations(Single Precision Add),Issued Load/Store Instructions,Executed Load/Store Instructions,Issue Stall Reasons (Texture)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Data Request)(%),Floating Point Operations(Single Precision Special),Issue Stall Reasons (Instructions Fetch)(%),Floating Point Operations(Double Precision Mul),Floating Point Operations(Double Precison FMA),Atomic Transactions Per Request,Atomic Transactions,Atomic Replay Overhead,Inter-Thread Instructions,ECC Transactions,Issue Stall Reasons (Pipe Busy)(%),ECC Throughput(bytes/sec),FLOP Efficiency(Peak Single)(%),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Memory Throttle)(%),FLOP Efficiency(Peak Double)(%),Issue Stall Reasons (Not Selected)(%),L1 Local Hit Rate(%),Multiprocessor Activity(%),L1 Global Hit Rate(%),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Executed IPC,Instruction Replay Overhead,Shared Memory Replay Overhead,Global Memory Replay Overhead,Global Memory Cache Replay Overhead
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5906974124,754368,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575213,12910228,0,2.481,0,0,0,2411799,6123179,Low (1),Idle,0,0,5702842,0,Low (3),0.7,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,47813987341,40850231376,46803348583,29742755970,0.137,1.043,0,0,72.535,0,46803348583,1,1,6.401,28.445,7536.872,24.283,0,1.003,845417,695021,0,1,0,632,5780,3520,1936994783,1843161,0,957352,1118471,1141417,975178,0,254985,262904,41890,0,40103499780,46852778814,1179623120,19000202,29847481034,0,2970220,0,712520,0,0,0,1117291,0,2984507,166453,0,5.149,9.885,36.865,790000,1.804,3770000,6129991,0,0,0,0,969841,6.726,40626664310,0,0.148,32.7,2.212,6.024,0,87.477,0,26927432075,4451024669,0.409,1.539,0,0.574,0
"sum_kernel(double*, int)",5907731756,6176,20,1,1,512,1,1,18,0,0,,,0,25,25,0.305,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.683,0,0,0,2976,4693,Low (1),Idle,0,0,3644,0,Low (1),0.924,Low (1),Low (1),Low (1),Low (1),Low (1),0,15267175,209923664,76335877,3816793,0,0.316,0,0,90,0,76335877,0,0,1,1,9.3,6.129,0,0,20,1,0,1,0,0,0,0,0,0,0,3,236,4,55,0,329,329,3816793,0,11450381,900763358,0,21,3816793,0,20,0,1,0,0,0,20,0,62,21,0,0,11.756,0.612,0,40.245,1,0,0,0,0,0,13,3.332,49618320,0,40.49,0.026,0,2.615,0,15.486,0,19083969,954198,0.201,0.577,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5907741132,3181854,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162939,Low (1),Idle,0,0,131959,0,Low (1),0.032,Low (1),Low (1),Low (1),Low (1),Low (1),0,111290838,20439328,126022429,150752610,0,0.071,0,0,92.457,0,126022429,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,1,0,0,626,640,50324561,0,0,15005,14377,11075,2034,0,12595,12914,10048,0,150782757,144472089,51450031,320025,150752610,0,19999,0,15002,0,0,0,12541,0,44811,22848,0,92.011,2.097,3.579,20002,1.312,20002,140012,0,0,0,0,3977,0.096,39964213,0,0.414,0.247,0.009,0.212,0,7.838,0,50345915,75370024,0.045,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5910926410,4102174,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.883,0,0,0,17309107,23604216,Low (1),Idle,0,0,18884401,0,Low (1),3.257,Low (1),Low (2),Low (2),Low (1),Low (1),0,48640057,59493045,12292241985,38899598,0,0.915,0,0,99.684,0,12292241985,0,0,1.001,1.997,54090.959,18.292,0,0,1574371,1250,0,1,0,0,0,0,0,0,0,5002,1581336,6252,7647,0,4718768,4719764,7779,0,38915158,12302667078,0,0,38899598,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.149,39.081,45.146,0,1.719,0,0,0,0,0,0,2773,0.43,21573717,0,0.018,0.344,0,0.857,0,68.47,0,97317070383,38899598,0.671,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5915031784,761887,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575155,12910219,0,2.431,0,0,0,2411799,6177235,Low (1),Idle,0,0,5756952,0,Low (2),0.699,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48229075604,42055239853,46803348583,29742755970,0.137,1.031,0,0,72.634,0,46803348583,1,1,6.401,28.445,7536.872,24.016,0,1.005,845417,695021,0,13,0,629,5780,3520,1936994783,670240,0,959514,1118979,1151326,1003944,0,254985,262978,544570,0,40194066016,46874058947,1179623120,19000224,29847481034,0,2970220,0,712520,0,0,0,1117291,0,2923218,166453,0,4.992,9.957,36.081,790000,1.822,3770000,6130002,0,0,0,0,989777,6.562,41461783860,0,0.133,33.723,2.147,6.029,0,86.67,0,26927432075,4451024669,0.405,1.561,0,0.574,0
"sum_kernel(double*, int)",5915796903,5888,20,1,1,512,1,1,18,0,0,,,0,25,25,0.302,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.71,0,0,0,2976,4774,Low (1),Idle,0,0,3710,0,Low (1),0.875,Low (1),Low (1),Low (1),Low (1),Low (1),0,15810276,217391304,79051383,3952569,0,0.321,0,0,90,0,79051383,0,0,1,1,9.3,6.228,0,0,20,1,0,13,0,0,0,0,0,0,0,11,236,4,55,0,329,329,51383399,0,43478260,932806324,0,21,3952569,0,20,0,1,0,0,0,20,0,54,21,0,0,11.211,0.553,0,42.506,1,0,0,0,0,0,15,3.6,59288537,0,38.619,0.024,0,2.612,0,15.539,0,19762845,988142,0.2,0.604,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5915806023,3182270,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162971,Low (1),Idle,0,0,131982,0,Low (1),0.034,Low (1),Low (1),Low (1),Low (1),Low (1),0,111424316,26308379,125832719,150525672,0,0.071,0,0,92.425,0,125832719,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,13,0,0,626,640,50248804,0,0,15013,13909,11105,2622,0,12595,12915,130438,0,150636042,139558830,51372579,320025,150525672,0,19999,0,15002,0,0,0,12541,0,44818,22848,0,91.964,2.097,3.536,20002,1.364,20002,140012,0,0,0,0,4399,0.098,44138277,0,0.45,0.247,0.009,0.211,0,7.838,0,50270126,75256565,0.045,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5918991557,4108126,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.881,0,0,0,17309107,23604201,Low (1),Idle,0,0,18884388,0,Low (1),3.232,Low (1),Low (2),Low (2),Low (1),Low (1),0,48631355,48942496,12290042828,38892639,0,0.915,0,0,99.684,0,12290042828,0,0,1.001,1.997,54090.959,18.299,0,0,1574371,1250,0,13,0,0,0,0,0,0,0,5010,1581884,6252,6292,0,4718768,4719757,101120,0,38970424,12304728688,0,0,38892639,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.225,39.07,45.125,0,1.718,0,0,0,0,0,0,2026,0.423,15759297,0,0.018,0.343,0,0.846,0,68.428,0,97299659762,38892639,0.671,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5923102915,763359,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575193,12910217,0,2.443,0,0,0,2411799,6104552,Low (1),Idle,0,0,5684083,0,Low (2),0.734,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48233396476,41363227893,47262670179,30034647268,0.137,1.034,0,0,73.105,0,47262670179,1,1,6.401,28.445,7536.872,24.068,0,1.006,845417,695021,0,1,0,631,5780,3520,1956004182,169204,0,958971,1118451,1140239,977828,0,254985,262975,42301,0,40565555512,47311739488,1191199778,19000218,30140400089,0,2970220,0,712520,0,0,0,1117291,0,2935271,166453,0,5.263,10.351,34.811,790000,1.886,3770000,6129999,0,0,0,0,959925,6.639,40605910789,0,0.143,33.951,2.162,6.221,0,85.984,0,27191694173,4494706410,0.405,1.531,0,0.574,0
"sum_kernel(double*, int)",5923869570,5824,20,1,1,512,1,1,18,0,0,,,0,25,25,0.302,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.707,0,0,0,2976,4760,Low (1),Idle,0,0,3701,0,Low (1),0.926,Low (1),Low (1),Low (1),Low (1),Low (1),0,15037593,221804511,75187969,3759398,0,0.32,0,0,90,0,75187969,0,0,1,1,9.3,6.217,0,0,20,1,0,1,0,0,0,0,0,0,0,7,252,4,59,0,329,329,3759398,0,26315789,947368421,0,21,3759398,0,20,0,1,0,0,0,20,0,54,21,0,0,11.792,0.584,0,39.522,1,0,0,0,0,0,19,3.299,71428571,0,41.111,0.025,0,2.741,0,15.598,0,18796992,939849,0.201,0.599,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5923878626,3182110,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.093,0,0,0,101954,162999,Low (1),Idle,0,0,131993,0,Low (1),0.032,Low (1),Low (1),Low (1),Low (1),Low (1),0,111931679,19243124,126019857,150749533,0,0.071,0,0,92.457,0,126019857,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,1,0,0,626,640,50323534,0,0,15009,13889,11139,1915,0,12595,12912,10048,0,150819873,139565409,51448980,320025,150749533,0,19999,0,15002,0,0,0,12541,0,44800,22848,0,92.02,2.098,3.535,20002,1.29,20002,140012,0,0,0,0,3822,0.098,38405860,0,0.455,0.247,0.009,0.224,0,7.843,0,50344887,75368486,0.044,0.599,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5927064256,4106654,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.881,0,0,0,17309107,23604225,Low (1),Idle,0,0,18884406,0,Low (1),3.235,Low (1),Low (2),Low (2),Low (1),Low (1),0,48662394,59714953,12297886903,38917462,0,0.915,0,0,99.684,0,12297886903,0,0,1.001,1.997,54090.959,18.301,0,0,1574371,1250,0,1,0,0,0,0,0,0,0,5006,1581460,6252,7672,0,4718768,4719759,7783,0,38964163,12309281936,0,0,38917462,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.224,39.066,45.117,0,1.718,0,0,0,0,0,0,3354,0.43,26105833,0,0.018,0.345,0,0.846,0,68.445,0,97361760917,38917462,0.671,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5931174142,760672,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575195,12910218,0,2.391,0,0,0,2411799,6097060,Low (1),Idle,0,0,5676565,0,Low (2),0.719,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,47933263729,41514637711,46660722489,29652119440,0.137,1.026,0,0,72.768,0,46660722489,1,1,6.401,28.445,7536.872,23.871,0,1.013,845417,695021,0,5,0,632,5780,3520,1931092086,501148,0,957861,1118675,1147762,994068,0,254985,262975,208811,0,40002547504,46718521612,1176028398,19000204,29756525370,0,2970220,0,712520,0,0,0,1117291,0,2919924,166453,0,4.519,10.191,35.433,790000,1.868,3770000,6129992,0,0,0,0,974698,6.79,40705700563,0,0.15,34.35,2.187,5.981,0,87.576,0,26845374817,4437460847,0.404,1.528,0,0.574,0
"sum_kernel(double*, int)",5931938206,6176,20,1,1,512,1,1,18,0,0,,,0,25,25,0.301,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.715,0,0,0,2976,4771,Low (1),Idle,0,0,3708,0,Low (1),0.917,Low (1),Low (1),Low (1),Low (1),Low (1),0,15094339,222641509,75471698,3773584,0,0.318,0,0,90,0,75471698,0,0,1,1,9.3,6.177,0,0,20,1,0,5,0,0,0,0,0,0,0,7,260,4,59,0,329,329,18867924,0,26415094,981132075,0,21,3773584,0,20,0,1,0,0,0,20,0,54,21,0,0,11.686,0.663,0,39.695,1,0,0,0,0,0,19,3.845,71698113,0,40.373,0.025,0,2.795,0,15.626,0,18867924,943396,0.203,0.603,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5931947614,3182110,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,162923,Low (1),Idle,0,0,131958,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111347753,24254960,126007234,150734434,0,0.071,0,0,92.521,0,126007234,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,5,0,0,626,640,50318493,0,0,15008,13977,11082,2414,0,12595,12886,50238,0,150794719,140435620,51443827,320025,150734434,0,19999,0,15002,0,0,0,12541,0,44821,22848,0,92.015,2.099,3.58,20002,1.298,20002,140012,0,0,0,0,4484,0.1,45053539,0,0.415,0.247,0.009,0.214,0,7.844,0,50339845,75360937,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5935132988,4096541,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.881,0,0,0,17309107,23604242,Low (1),Idle,0,0,18884426,0,Low (1),3.255,Low (1),Low (2),Low (2),Low (1),Low (1),0,48647994,53161083,12294247610,38905945,0,0.915,0,0,99.684,0,12294247610,0,0,1.001,1.997,54090.959,18.293,0,0,1574371,1250,0,5,0,0,0,0,0,0,0,5006,1581180,6252,6832,0,4718768,4719766,38905,0,38952632,12303460537,0,0,38905945,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.23,39.05,45.105,0,1.718,0,0,0,0,0,0,1962,0.438,15266692,0,0.018,0.337,0,0.849,0,68.476,0,97332948812,38905945,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5939232761,746080,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575190,12910224,0,2.432,0,0,0,2411799,6101134,Low (1),Idle,0,0,5680804,0,Low (2),0.71,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48397167902,41824300404,47087449426,29923297370,0.137,1.028,0,0,73.131,0,47087449426,1,1,6.401,28.445,7536.872,23.935,0,1.01,845417,695021,0,1,0,632,5780,3520,1948752528,1685772,0,958754,1118467,1148368,992407,0,254985,262873,42144,0,40406018206,47137011126,1186783546,19000220,30028658125,0,2970220,0,712520,0,0,0,1117291,0,2905904,166453,0,5.394,10.175,35.413,790000,1.857,3770000,6130000,0,0,0,0,973338,6.655,41020650708,0,0.147,33.527,2.193,6.123,0,87.681,0,27090884187,4478042818,0.403,1.53,0,0.574,0
"sum_kernel(double*, int)",5939982073,6176,20,1,1,512,1,1,18,0,0,,,0,25,25,0.309,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.704,0,0,0,2976,4756,Low (1),Idle,0,0,3698,0,Low (1),0.922,Low (1),Low (1),Low (1),Low (1),Low (1),0,15094339,207547169,75471698,3773584,0,0.32,0,0,90,0,75471698,0,0,1,1,9.3,6.211,0,0,20,1,0,1,0,0,0,0,0,0,0,3,236,4,55,0,329,329,3773584,0,11320754,890566037,0,21,3773584,0,20,0,1,0,0,0,20,0,52,21,0,0,11.708,0.581,0,40.15,1,0,0,0,0,0,15,3.928,56603773,0,39.977,0.025,0,2.71,0,15.513,0,18867924,943396,0.201,0.598,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5939991481,3182238,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162997,Low (1),Idle,0,0,131994,0,Low (1),0.034,Low (1),Low (1),Low (1),Low (1),Low (1),0,111531972,14177622,126011033,150738977,0,0.071,0,0,92.297,0,126011033,1,1,1.03,1.059,318.606,1.441,0,0,10666,11252,0,1,0,0,626,640,50320010,0,0,15005,13705,11100,1411,0,12595,12929,10047,0,150769121,137706818,51445378,320025,150738977,0,19999,0,15002,0,0,0,12541,0,44828,22848,0,92.111,2.101,3.575,20002,1.198,20002,140012,0,0,0,0,3439,0.097,34554815,0,0.425,0.247,0.009,0.212,0,7.837,0,50341362,75363208,0.044,0.599,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5943177079,4108413,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.881,0,0,0,17309107,23604234,Low (1),Idle,0,0,18884418,0,Low (1),3.235,Low (1),Low (2),Low (2),Low (1),Low (1),0,48647237,60941324,12294056285,38905339,0,0.915,0,0,99.684,0,12294056285,0,0,1.001,1.997,54090.959,18.304,0,0,1574371,1250,0,1,0,0,0,0,0,0,0,5002,1581024,6252,7832,0,4718768,4719757,7781,0,38920902,12302055223,0,0,38905339,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.206,39.077,45.135,0,1.719,0,0,0,0,0,0,3438,0.426,26751311,0,0.018,0.341,0,0.843,0,68.556,0,97331434104,38905339,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5947288948,762944,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575220,12910216,0,2.422,0,0,0,2411799,6102328,Low (1),Idle,0,0,5681807,0,Low (2),0.689,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48328159738,42484835773,46868199169,29783967448,0.137,1.032,0,0,72.79,0,46868199169,1,1,6.401,28.445,7536.872,24.023,0,1.011,845417,695021,0,13,0,662,5780,3520,1939678677,671169,0,957306,1118767,1152095,1012796,0,254985,262980,545324,0,40157137463,46930114518,1181257603,19000194,29888837619,0,2970220,0,712520,0,0,0,1117291,0,2972011,166453,0,5.051,9.841,36.492,790000,1.787,3770000,6129987,0,0,0,0,990610,6.503,41554175930,0,0.112,33.678,2.187,5.847,0,87.12,0,26964742648,4457191996,0.41,1.53,0,0.574,0
"sum_kernel(double*, int)",5948055252,6144,20,1,1,512,1,1,18,0,0,,,0,25,25,0.303,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.693,0,0,0,2976,4756,Low (1),Idle,0,0,3695,0,Low (1),0.924,Low (1),Low (1),Low (1),Low (1),Low (1),0,15384615,211538461,76923076,3846153,0,0.309,0,0,90,0,76923076,0,0,1,1,9.3,5.999,0,0,20,1,0,13,0,0,0,0,0,0,0,11,236,4,55,0,329,329,50000000,0,42307692,907692307,0,21,3846153,0,20,0,1,0,0,0,20,0,54,21,0,0,11.78,0.565,0,39.61,1,0,0,0,0,0,15,3.898,57692307,0,40.397,0.026,0,2.799,0,15.782,0,19230769,961538,0.2,0.598,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5948064660,3182014,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,162934,Low (1),Idle,0,0,131958,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111722883,17503486,126011033,150738977,0,0.071,0,0,92.457,0,126011033,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,13,0,0,626,640,50320010,0,0,15013,14305,11119,1742,0,12595,12883,130623,0,150849504,143735573,51445378,320025,150738977,0,19999,0,15002,0,0,0,12541,0,44804,22848,0,91.945,2.091,3.576,20002,1.385,20002,140012,0,0,0,0,3949,0.099,39679257,0,0.411,0.247,0.009,0.212,0,7.839,0,50341362,75363208,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5951249874,4097726,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.882,0,0,0,17309107,23604201,Low (1),Idle,0,0,18884387,0,Low (1),3.253,Low (1),Low (2),Low (2),Low (1),Low (1),0,48660110,54653118,12297309616,38915635,0,0.915,0,0,99.684,0,12297309616,0,0,1.001,1.997,54090.959,18.299,0,0,1574371,1250,0,13,0,0,0,0,0,0,0,5010,1582636,6252,7022,0,4718768,4719770,101180,0,38993466,12317857071,0,0,38915635,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.195,39.079,45.125,0,1.719,0,0,0,0,0,0,2416,0.426,18804034,0,0.018,0.336,0,0.85,0,68.418,0,97357190563,38915635,0.671,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5955350832,754943,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575219,12910228,0,2.505,0,0,0,2411799,6085157,Low (1),Idle,0,0,5664718,0,Low (3),0.697,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,47965028755,41371913058,47246743910,30024526387,0.137,1.042,0,0,72.774,0,47246743910,1,1,6.401,28.445,7536.872,24.249,0,1.016,845417,695021,0,1,0,626,5780,3520,1955345060,1860622,0,959203,1118851,1134277,978363,0,254985,263039,42286,0,40561696549,47312711434,1190798376,19000200,30130243572,0,2970220,0,712520,0,0,0,1117291,0,2917670,166453,0,6.132,9.902,35.539,790000,1.799,3770000,6129990,0,0,0,0,958354,6.451,40525794993,0,0.141,33.238,2.216,6.101,0,87.2,0,27182531292,4493191813,0.406,1.523,0,0.574,0
"sum_kernel(double*, int)",5956109007,6176,20,1,1,512,1,1,18,0,0,,,0,25,25,0.303,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.672,0,0,0,2976,4686,Low (1),Idle,0,0,3639,0,Low (1),0.93,Low (1),Low (1),Low (1),Low (1),Low (1),0,15094339,207547169,75471698,3773584,0,0.315,0,0,90,0,75471698,0,0,1,1,9.3,6.123,0,0,20,1,0,1,0,0,0,0,0,0,0,7,236,4,55,0,329,329,3773584,0,26415094,890566037,0,21,3773584,0,20,0,1,0,0,0,20,0,62,21,0,0,11.879,0.57,0,40.065,1,0,0,0,0,0,15,3.299,56603773,0,40.666,0.025,0,2.565,0,15.582,0,18867924,943396,0.201,0.575,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5956118575,3182206,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162919,Low (1),Idle,0,0,131956,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111332112,12769886,126000904,150726861,0,0.071,0,0,92.489,0,126000904,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,1,0,0,626,640,50315966,0,0,15009,13081,11081,1271,0,12595,12879,10047,0,150797191,131426348,51441243,320025,150726861,0,19999,0,15002,0,0,0,12541,0,44804,22848,0,92.034,2.098,3.573,20002,1.282,20002,140012,0,0,0,0,3396,0.1,34120012,0,0.422,0.247,0.009,0.211,0,7.841,0,50337316,75357151,0.045,0.598,0,0.009,0
